round,avg_client_loss,selected_clients,total_samples,skipped_steps,mean_client_update_l2,max_client_update_l2,aggregation_delta_l2,global_lora_l2,payload_bytes_raw_sum,payload_bytes_compressed_sum,payload_bytes_raw_mean,payload_bytes_compressed_mean,audit_verified,audit_records,round_duration_sec
91,0.215553,"[1, 2]",3063,0,0.146678,0.151857,0.112539,19.972354,13912126,13916388,6956063.0,6958194.0,2,2,34.801
92,0.132264,"[2, 1]",3063,0,0.12084,0.127157,0.091049,19.97875,13912126,13916388,6956063.0,6958194.0,2,2,34.775
93,0.099213,"[2, 1]",3063,0,0.124807,0.125465,0.093576,19.983689,13912126,13916388,6956063.0,6958194.0,2,2,36.55
94,0.333949,"[3, 0]",1937,0,0.145831,0.150314,0.10862,19.982326,13912126,13916388,6956063.0,6958194.0,2,2,36.181
95,0.204954,"[1, 0]",2379,0,0.143611,0.145495,0.102958,19.983416,13912126,13916388,6956063.0,6958194.0,2,2,33.909
96,0.223727,"[0, 1]",2379,0,0.157481,0.167994,0.113631,19.979607,13912126,13916388,6956063.0,6958194.0,2,2,33.928
97,0.146445,"[0, 2]",3270,0,0.143493,0.151533,0.105407,19.979968,13912126,13916388,6956063.0,6958194.0,2,2,32.553
98,0.166994,"[1, 2]",3063,0,0.1472,0.151424,0.111844,19.975028,13912126,13916388,6956063.0,6958194.0,2,2,33.147
99,0.156012,"[1, 0]",2379,0,0.138398,0.141043,0.098465,19.979189,13912126,13916388,6956063.0,6958194.0,2,2,33.374
100,0.150093,"[0, 2]",3270,0,0.137322,0.150574,0.095568,19.982315,13912126,13916388,6956063.0,6958194.0,2,2,35.214
