round,avg_client_loss,proxy_fid,total_samples,aggregated_clients,round_duration_sec,classifier_fid,top1_confidence_mean,top1_confident_ratio,predicted_class_entropy,predicted_unique_classes,evaluator_test_accuracy
163,0.06166,41.11028,384,1,109.465,,,,,,
164,0.04973,15.261567,384,1,109.432,,,,,,
165,0.045766,26.490469,384,1,109.453,,,,,,
166,0.053522,10.941467,384,1,109.393,,,,,,
167,0.048545,11.634362,384,1,109.461,,,,,,
168,0.047098,13.842442,384,1,109.393,,,,,,
169,0.052905,14.920879,384,1,109.465,,,,,,
170,0.053486,34.355652,384,1,109.471,316.8033355238658,0.5095685720443726,0.0,1.05850350856781,7,0.4375
171,0.050305,28.726242,384,1,109.48,,,,,,
172,0.044857,26.507843,384,1,109.461,,,,,,
173,0.061054,18.945088,384,1,109.458,,,,,,
174,0.047526,15.390485,384,1,109.458,,,,,,
175,0.050283,13.496082,384,1,109.437,,,,,,
176,0.04318,8.671261,384,1,109.41,,,,,,
177,0.049799,8.151779,384,1,109.395,,,,,,
178,0.0625,11.733819,384,1,109.458,,,,,,
179,0.048693,29.323269,384,1,109.459,,,,,,
180,0.057649,10.369551,384,1,109.467,99.02761220592771,0.3336486518383026,0.0,1.9260268211364746,10,0.4375
